"label","genomic_dist_scaled"
"PAT002-S10",0.9014648804307
"PAT002-S2",0
"PAT002-T1",0
"PAT002-S4",0.936146237636159
"PAT002-S7",1
"PAT002-S6",0.912482784524853
"PAT002-S11",0.947521865889213
"PAT002-S8",0.966838970469871
"PAT002-S3",0.948729184925504
"PAT002-S5",0.966883685989733
"PAT002-S9",0.979404031551271
