"label","genomic_dist_scaled"
"PAT001-S10",0.978332249698977
"PAT001-S8",0.928672668865531
"PAT001-S7",1
"PAT001-S11",0.900421654717068
"PAT001-S5",0.971956332744369
"PAT001-S12",0.726543512485985
"PAT001-S3",0
"PAT001-T1",0
"PAT001-S9",0.82607002104571
"PAT001-S6",0.941769587246389
"PAT001-S2",0.938925972716111
"PAT001-S4",0.961692661549148
