"label","genomic_dist_scaled"
"PAT009-S10",0.896556748093827
"PAT009-S11",0.933466077412462
"PAT009-S3",0.953377689281725
"PAT009-S5",1
"PAT009-S6",0.922053324267884
"PAT009-S12",0.885629644019232
"PAT009-S4",0.934194551017435
"PAT009-S2",0
"PAT009-T1",0
"PAT009-S9",0.904139811429404
"PAT009-S7",0.91413030658332
"PAT009-S8",0.94521184706217
