"label","genomic_dist_scaled"
"PAT006-S2",0.958186231244484
"PAT006-S7",0.928398058252427
"PAT006-S3",0.741394527802295
"PAT006-S8",0
"PAT006-T1",0
"PAT006-S6",0.884819064430715
"PAT006-S4",1
"PAT006-S5",0.968225948808473
"PAT006-S9",0.986319505736982
