"label","genomic_dist_scaled"
"PAT010-S2",0.928215646059185
"PAT010-S3",0
"PAT010-T1",0
"PAT010-S4",0.815704658658072
"PAT010-S7",0.987987108116027
"PAT010-S5",0.965719308526223
"PAT010-S6",0.970114268971579
"PAT010-S8",1
