"label","genomic_dist_scaled"
"PAT005-S2",0.886584575502268
"PAT005-S7",0
"PAT005-T1",0
"PAT005-S8",0.633274696787335
"PAT005-S3",0.929636144801407
"PAT005-S5",1
"PAT005-S6",0.977779835200444
"PAT005-S4",0.994444958800111
