"label","genomic_dist_scaled"
"PAT004-S2",0.816236162361624
"PAT004-S8",0
"PAT004-T1",0
"PAT004-S7",0.779335793357934
"PAT004-S4",0.954981549815498
"PAT004-S3",0.964870848708487
"PAT004-S6",0.92
"PAT004-S5",1
