"label","genomic_dist_scaled"
"PAT008-S10",1
"PAT008-S12",0.882212968471148
"PAT008-S3",0.896847114812612
"PAT008-S4",0.912393416617093
"PAT008-S7",0.972674995042633
"PAT008-S11",0.879068581626583
"PAT008-S6",0.869890371377582
"PAT008-S9",0.798504291663126
"PAT008-S8",0
"PAT008-T1",0
"PAT008-S2",0.861689470553242
"PAT008-S5",0.899167162403331
