"label","genomic_dist_scaled"
"PAT003-S2",0.96202050892518
"PAT003-S5",0.977212305355108
"PAT003-S7",1
"PAT003-S3",0
"PAT003-T1",0
"PAT003-S6",0.820357007216103
"PAT003-S4",0.929737941511584
"PAT003-S8",0.906950246866692
